instrText.started,instrText.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
12.391490599999088,None,left,3.5642547000170453,12.391490599999088,None,kyle,001,2022-06-16_19h42.31.445,stroopExperiment,2022.1.4,59.9536917683306,
