instrText.started,instrText.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
13.385407199995825,None,down,9.428571300013573,13.385407199995825,None,kyle,001,2022-06-16_19h42.00.739,stroopExperiment,2022.1.4,59.98192144912682,
