Trial.thisRepN,Trial.thisTrialN,Trial.thisN,Trial.thisIndex,targetLeft,ID,shape,targetSize,targetX,targetY,targetX2,targetY2,targetX3,targetY3,numNonTargets,nontargetSize,nontargetX,nontargetY,nontargetX2,nontargetY2,nontargetX3,nontargetY3,rewardCombo,fixation,fixationImage.started,fixationImage.stopped,LeftBox.started,LeftBox.stopped,RightBox.started,RightBox.stopped,TShape1A.started,TShape1A.stopped,TShape2A.started,TShape2A.stopped,TShape3A.started,TShape3A.stopped,NShape1A.started,NShape1A.stopped,NShape2A.started,NShape2A.stopped,NShape3A.started,NShape3A.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,8.60256709999976,None,10.732272999999623,None,10.732272999999623,None,10.732272999999623,None,10.732272999999623,None,10.732272999999623,None,10.732272999999623,None,10.732272999999623,None,10.732272999999623,None,,,,,,,
