1,1,1,OrientProbe_Stim01_Angle1_ID001.tif
1,1,2,OrientProbe_Stim01_Angle1_ID002.tif
1,1,3,OrientProbe_Stim01_Angle1_ID003.tif
1,1,4,OrientProbe_Stim01_Angle1_ID004.tif
1,1,5,OrientProbe_Stim01_Angle1_ID005.tif
1,1,6,OrientProbe_Stim01_Angle1_ID006.tif
1,1,7,OrientProbe_Stim01_Angle1_ID007.tif
1,1,8,OrientProbe_Stim01_Angle1_ID008.tif
1,1,9,OrientProbe_Stim01_Angle1_ID009.tif
1,1,10,OrientProbe_Stim01_Angle1_ID010.tif
1,1,11,OrientProbe_Stim01_Angle1_ID011.tif
1,1,12,OrientProbe_Stim01_Angle1_ID012.tif
1,1,13,OrientProbe_Stim01_Angle1_ID013.tif
1,1,14,OrientProbe_Stim01_Angle1_ID014.tif
1,1,15,OrientProbe_Stim01_Angle1_ID015.tif
1,1,16,OrientProbe_Stim01_Angle1_ID016.tif
1,1,17,OrientProbe_Stim01_Angle1_ID017.tif
1,1,18,OrientProbe_Stim01_Angle1_ID018.tif
1,1,19,OrientProbe_Stim01_Angle1_ID019.tif
1,1,20,OrientProbe_Stim01_Angle1_ID020.tif
1,1,21,OrientProbe_Stim01_Angle1_ID021.tif
1,1,22,OrientProbe_Stim01_Angle1_ID022.tif
1,1,23,OrientProbe_Stim01_Angle1_ID023.tif
1,1,24,OrientProbe_Stim01_Angle1_ID024.tif
1,1,25,OrientProbe_Stim01_Angle1_ID025.tif
1,1,26,OrientProbe_Stim01_Angle1_ID026.tif
1,1,27,OrientProbe_Stim01_Angle1_ID027.tif
1,1,28,OrientProbe_Stim01_Angle1_ID028.tif
1,1,29,OrientProbe_Stim01_Angle1_ID029.tif
1,1,30,OrientProbe_Stim01_Angle1_ID030.tif
1,1,31,OrientProbe_Stim01_Angle1_ID031.tif
1,1,32,OrientProbe_Stim01_Angle1_ID032.tif
1,1,33,OrientProbe_Stim01_Angle1_ID033.tif
1,1,34,OrientProbe_Stim01_Angle1_ID034.tif
1,1,35,OrientProbe_Stim01_Angle1_ID035.tif
1,1,36,OrientProbe_Stim01_Angle1_ID036.tif
1,1,37,OrientProbe_Stim01_Angle1_ID037.tif
1,1,38,OrientProbe_Stim01_Angle1_ID038.tif
1,1,39,OrientProbe_Stim01_Angle1_ID039.tif
1,1,40,OrientProbe_Stim01_Angle1_ID040.tif
1,1,41,OrientProbe_Stim01_Angle1_ID041.tif
1,1,42,OrientProbe_Stim01_Angle1_ID042.tif
1,1,43,OrientProbe_Stim01_Angle1_ID043.tif
1,1,44,OrientProbe_Stim01_Angle1_ID044.tif
1,1,45,OrientProbe_Stim01_Angle1_ID045.tif
1,1,46,OrientProbe_Stim01_Angle1_ID046.tif
1,1,47,OrientProbe_Stim01_Angle1_ID047.tif
1,1,48,OrientProbe_Stim01_Angle1_ID048.tif
1,1,49,OrientProbe_Stim01_Angle1_ID049.tif
1,1,50,OrientProbe_Stim01_Angle1_ID050.tif
1,1,51,OrientProbe_Stim01_Angle1_ID051.tif
1,1,52,OrientProbe_Stim01_Angle1_ID052.tif
1,1,53,OrientProbe_Stim01_Angle1_ID053.tif
1,1,54,OrientProbe_Stim01_Angle1_ID054.tif
1,1,55,OrientProbe_Stim01_Angle1_ID055.tif
1,1,56,OrientProbe_Stim01_Angle1_ID056.tif
