cue_file,target_x,is_valid,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,cue.started,cue.stopped,target.started,target.stopped,resp.x,resp.y,resp.leftButton,resp.midButton,resp.rightButton,resp.time,resp.clicked_name,resp.started,resp.stopped,feedbackTxt.started,feedbackTxt.stopped,participant,session,date,expName,psychopyVersion,frameRate,
C:/Users/kerry/Documents/Kyle Files/PsychoPyProjects/posnerFiles/images/arrow_right.png,-0.5,invalid,0,0,0,9,12.927834099988104,13.627703599995584,13.611219699989306,None,[-0.45277777],[-0.008333334],[1],[0],[0],[0.6341410000022734],['target'],0.7079588400520151,None,14.295032999987598,None,Kyle,001,2022-06-16_18h38.06.198,posner,2022.1.4,59.96688628107922,
C:/Users/kerry/Documents/Kyle Files/PsychoPyProjects/posnerFiles/images/arrow_left.png,-0.5,valid,0,1,1,2,15.279534399989643,15.97948889998952,15.963397799991071,None,[-0.60555553],[0.04537037],[1],[0],[0],[0.4520609000028344],['target'],0.710196679996443,None,16.430335999990348,None,Kyle,001,2022-06-16_18h38.06.198,posner,2022.1.4,59.96688628107922,
C:/Users/kerry/Documents/Kyle Files/PsychoPyProjects/posnerFiles/images/arrow_left.png,-0.5,valid,0,2,2,3,17.432113299990306,18.13217879999138,18.11505719998968,None,[-0.4611111],[0.010185185],[1],[0],[0],[0.318216499988921],['target'],0.707668779999949,None,18.44867769999837,None,Kyle,001,2022-06-16_18h38.06.198,posner,2022.1.4,59.96688628107922,
C:/Users/kerry/Documents/Kyle Files/PsychoPyProjects/posnerFiles/images/arrow_left.png,-0.5,valid,0,3,3,0,19.450231599999825,20.15042559998983,20.134261499988497,None,[-0.45462963],[-0.019444445],[1],[0],[0],[0.33432490000268444],['target'],0.7100797800230794,None,20.484033699991414,None,Kyle,001,2022-06-16_18h38.06.198,posner,2022.1.4,59.96688628107922,
C:/Users/kerry/Documents/Kyle Files/PsychoPyProjects/posnerFiles/images/arrow_right.png,0.5,valid,0,4,4,5,21.48590489999333,22.18568019999657,22.16960319998907,None,[0.43611112],[0.036111113],[1],[0],[0],[0.28392750000057276],['target'],0.7100610800116556,None,22.469796299992595,None,Kyle,001,2022-06-16_18h38.06.198,posner,2022.1.4,59.96688628107922,
C:/Users/kerry/Documents/Kyle Files/PsychoPyProjects/posnerFiles/images/arrow_left.png,0.5,invalid,0,5,5,8,23.471500899991952,24.171533199987607,24.15441999999166,None,[0.50648147],[0.048148148],[1],[0],[0],[0.5348217999999179],['target'],0.7098250800045207,None,24.704742199988686,None,Kyle,001,2022-06-16_18h38.06.198,posner,2022.1.4,59.96688628107922,
C:/Users/kerry/Documents/Kyle Files/PsychoPyProjects/posnerFiles/images/arrow_right.png,0.5,valid,0,6,6,7,25.706569799993304,26.406649199998355,26.390489099998376,None,[0.3888889],[0.017592592],[1],[0],[0],[0.2504774999979418],['target'],0.7105996800091816,None,26.65674589999253,None,Kyle,001,2022-06-16_18h38.06.198,posner,2022.1.4,59.96688628107922,
C:/Users/kerry/Documents/Kyle Files/PsychoPyProjects/posnerFiles/images/arrow_right.png,0.5,valid,0,7,7,6,27.658477099990705,28.358710699991207,28.342431899989606,None,[0.36851853],[0.018518519],[1],[0],[0],[0.28427789999113884],['target'],0.7096922799973981,None,28.64253589999862,None,Kyle,001,2022-06-16_18h38.06.198,posner,2022.1.4,59.96688628107922,
C:/Users/kerry/Documents/Kyle Files/PsychoPyProjects/posnerFiles/images/arrow_left.png,-0.5,valid,0,8,8,1,29.643974299993715,30.344315399997868,30.32726819999516,None,[-0.35277778],[-0.025925925],[1],[0],[0],[0.23417319999134634],['target'],0.7089042800071184,None,30.57736519999162,None,Kyle,001,2022-06-16_18h38.06.198,posner,2022.1.4,59.96688628107922,
C:/Users/kerry/Documents/Kyle Files/PsychoPyProjects/posnerFiles/images/arrow_right.png,0.5,valid,0,9,9,4,31.579192699995474,32.27902479999466,32.26303659999394,None,[0.37962964],[0.0074074073],[1],[0],[0],[0.20153940000454895],['target'],0.7107886800076813,None,32.47919849999016,None,Kyle,001,2022-06-16_18h38.06.198,posner,2022.1.4,59.96688628107922,
C:/Users/kerry/Documents/Kyle Files/PsychoPyProjects/posnerFiles/images/arrow_left.png,0.5,invalid,1,0,10,8,33.48096749999968,34.181526000000304,34.16433329999563,None,[0.5287037],[-0.0046296297],[1],[0],[0],[0.45244480000110343],['target'],0.7063825800141785,None,34.631865699993796,None,Kyle,001,2022-06-16_18h38.06.198,posner,2022.1.4,59.96688628107922,
